tff_id,team,player,tff_pos,tff_cost,2024-08-16T19:00:00Z,2024-08-17T11:30:00Z,2024-08-17T14:00:00Z,2024-08-17T16:30:00Z,2024-08-18T13:00:00Z,2024-08-18T15:30:00Z,2024-08-19T19:00:00Z,2024-08-24T11:30:00Z,2024-08-24T14:00:00Z,2024-08-24T16:30:00Z,2024-08-25T13:00:00Z,2024-08-25T15:30:00Z,2024-08-31T11:30:00Z,2024-08-31T14:00:00Z,2024-08-31T16:30:00Z,2024-09-01T12:30:00Z,2024-09-01T15:00:00Z,2024-09-14T11:30:00Z,2024-09-14T14:00:00Z,2024-09-14T16:30:00Z,2024-09-14T19:00:00Z,2024-09-15T13:00:00Z,2024-09-15T15:30:00Z,2024-09-21T11:30:00Z,2024-09-21T14:00:00Z,2024-09-21T16:30:00Z,2024-09-22T13:00:00Z,2024-09-22T15:30:00Z,2024-09-28T11:30:00Z,2024-09-28T14:00:00Z,2024-09-28T16:30:00Z,2024-09-29T13:00:00Z,2024-09-29T15:30:00Z,2024-09-30T19:00:00Z,total_pts,ppm
451340,BHA,Mitoma,M,3.6,0.0,0.0,3.28,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.02,0.0,0.0,0.0,0.0,19.82,5.5
215711,AVL,Bailey,M,4.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,19.69,4.92
447203,LIV,Darwin,F,6.1,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,2.7,0.0,3.41,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,19.04,3.12
61256,MUN,Casemiro,M,3.8,3.24,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,19.03,5.01
184754,WOL,Hee Chan,F,3.4,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,3.24,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,19.01,5.59
77794,NEW,Trippier,D,4.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,3.1,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,18.89,4.72
172780,TOT,Maddison,M,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,18.88,3.63
149065,WOL,José Sá,G,3.5,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,2.97,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,18.86,5.39
171314,MCI,Rúben,D,5.2,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.5,0.0,0.0,0.0,0.0,0.0,18.8,3.62
121599,EVE,A.Doucoure,M,3.5,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,18.55,5.3
176297,MUN,Rashford,F,5.7,3.47,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,18.44,3.23
101178,WHU,Ward-Prowse,M,4.2,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,18.37,4.37
441164,TOT,Pedro Porro,D,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,18.3,4.82
165809,MCI,Bernardo,M,5.1,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,2.81,0.0,0.0,0.0,0.0,0.0,18.25,3.58
430871,WOL,Cunha,F,3.6,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,3.05,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,18.24,5.07
247348,CRY,Muñoz,D,2.7,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,18.22,6.75
242898,TOT,Johnson,F,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,18.21,5.06
209046,FOR,Hudson-Odoi,M,3.1,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,3.1,0.0,0.0,0.0,0.0,18.15,5.85
58621,MCI,Walker,D,4.8,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.34,0.0,0.0,0.0,0.0,0.0,17.92,3.73
57531,WHU,Antonio,F,4.4,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,17.77,4.04
444145,ARS,Martinelli,M,4.9,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,2.1,0.0,3.32,0.0,0.0,0.0,0.0,17.69,3.61
154048,LEI,Mavididi,F,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,2.97,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,17.58,5.67
172649,CRY,Henderson,G,2.8,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,17.54,6.27
243298,LIV,Gakpo,F,5.3,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,2.72,0.0,3.06,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,17.5,3.3
215059,CHE,Sánchez,G,3.4,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,2.65,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.45,5.13
211975,MCI,Akanji,D,4.5,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,2.39,0.0,0.0,0.0,0.0,0.0,17.15,3.81
126184,MCI,Aké,D,4.4,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.4,0.0,0.0,0.0,0.0,0.0,17.05,3.88
448047,CHE,Enzo,M,4.1,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,2.73,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,16.9,4.12
229600,BOU,Travers,G,2.3,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,16.87,7.33
101668,LEI,Vardy,F,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,2.84,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,16.74,4.92
448089,WOL,J.Gomes,M,2.9,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.81,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,16.61,5.73
119471,NEW,Schär,D,3.7,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,2.78,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,16.54,4.47
232928,EVE,Garner,M,2.9,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,16.46,5.67
201658,BOU,Tavernier,M,2.8,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,16.43,5.87
496221,CRY,Wharton,M,3.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,16.42,5.47
449434,FOR,Elanga,F,3.5,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.81,0.0,0.0,0.0,0.0,16.34,4.67
222683,BOU,Kluivert,M,2.7,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,16.33,6.05
204716,LIV,Konaté,D,3.9,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.3,0.0,2.82,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,16.31,4.18
244850,AVL,Rogers,F,2.9,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,16.27,5.61
158499,BOU,Christie,M,3.1,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,16.09,5.19
487053,TOT,Udogie,D,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,15.77,5.09
17761,EVE,Tarkowski,D,3.1,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,15.76,5.08
174874,CRY,Andersen,D,3.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,15.73,5.24
437730,BOU,Semenyo,F,2.8,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,15.72,5.62
215439,WHU,Souček,M,3.6,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,15.67,4.35
467779,BHA,Wieffer,M,3.2,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,2.46,0.0,0.0,0.0,0.0,15.67,4.9
166477,FUL,Castagne,D,3.3,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,15.57,4.72
209400,CRY,Kamada,M,3.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,15.55,5.18
503301,IPS,Hutchinson,F,3.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,15.51,5.17
169528,FUL,Robinson,D,2.7,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,15.47,5.73
224967,EVE,Mykolenko,D,2.9,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.0,15.46,5.33
194634,LIV,Diogo J.,F,5.3,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,2.64,0.0,2.44,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,15.42,2.91
80801,EVE,Gana,M,3.1,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,15.39,4.96
212314,FUL,Lukić,M,2.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,15.34,5.9
209036,CRY,Guéhi,D,3.3,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,15.29,4.63
445044,TOT,Kulusevski,M,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,15.24,3.17
128295,BRE,Nørgaard,M,3.2,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,2.79,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,15.21,4.75
207283,BRE,Jensen,M,3.4,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,2.79,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,15.13,4.45
90585,FOR,Boly,D,2.9,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,2.93,0.0,0.0,0.0,0.0,15.05,5.19
244723,CRY,Mitchell,D,3.1,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,15.04,4.85
531442,LEI,A.Fatawu,F,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,2.53,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.95,4.82
199798,AVL,Konsa,D,3.3,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,14.94,4.53
78916,NEW,Burn,D,3.6,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,2.52,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,14.89,4.14
215136,FOR,N.Williams,D,2.5,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,3.02,0.0,0.0,0.0,0.0,14.89,5.95
575476,FOR,Murillo,D,2.3,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.84,6.45
214466,SOU,Smallbone,M,2.9,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,14.78,5.1
159506,FOR,Aina,D,2.4,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,2.97,0.0,0.0,0.0,0.0,14.78,6.16
461358,MCI,J.Alvarez,F,4.9,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,2.47,0.0,0.0,0.0,0.0,0.0,14.54,2.97
83299,BHA,Dunk,D,3.5,0.0,0.0,2.58,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,1.36,0.0,0.0,0.0,0.0,14.51,4.14
151086,WOL,Mario Jr.,M,3.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,2.44,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,14.49,4.83
193204,SOU,Aribo,M,2.8,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,14.49,5.17
180135,NEW,Longstaff,M,2.8,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,2.14,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,14.48,5.17
502697,SOU,Alcaraz,M,2.5,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,14.46,5.78
463034,IPS,Delap,F,2.5,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,14.44,5.78
155408,BOU,Cook,M,2.8,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,14.32,5.12
219924,FUL,Diop,D,3.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,14.32,4.77
173818,IPS,Broadhead,F,2.4,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,14.32,5.97
221632,TOT,Romero,D,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,14.3,4.09
235530,NEW,Kelly,D,2.6,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,2.41,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,14.28,5.49
196411,IPS,Chaplin,F,2.7,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,14.16,5.24
153682,FUL,Wilson,M,2.9,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,14.13,4.87
74944,IPS,Morsy,M,2.4,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,14.01,5.84
